amount,drivetrain,payment_year,disadvantaged,publicorprivate,grossvehicleweight,manufacturer,vocationaluse,infrastructure,county,assemblydistrict,senatedistrict,air_district,censustract,fleetzipcode
23000,HV,2017,Yes,Private,"14,001 - 19,500",Hino Motors,Refuse,No,Alameda County,Assembly District 18,Senate District 09,Bay Area AQMD,Tract 06001409300,ZIP Code 94603
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Orange County,Assembly District 65,Senate District 29,South Coast AQMD,Tract 06059011602,ZIP Code 92831
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 63,Senate District 33,South Coast AQMD,Tract 06037553601,ZIP Code 90723
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,Yes,Private,"33,001 and up",Peterbilt,Refuse,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037502700,ZIP Code 90670
8694,Natural Gas,2017,No,Private,"33,001 and up",Peterbilt,Refuse,No,Ventura County,Assembly District 37,Senate District 19,Ventura County APCD,Tract 06111001301,ZIP Code 93007
8694,Natural Gas,2017,No,Private,"33,001 and up",Peterbilt,Refuse,No,Ventura County,Assembly District 37,Senate District 19,Ventura County APCD,Tract 06111001301,ZIP Code 93007
8694,Natural Gas,2017,No,Private,"33,001 and up",Peterbilt,Refuse,No,Ventura County,Assembly District 37,Senate District 19,Ventura County APCD,Tract 06111001301,ZIP Code 93007
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
8500,Natural Gas,2017,No,Private,"33,001 and up",Autocar,Refuse,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071000504,ZIP Code 91710
